store_id,has_any_constraint,has_day_constraint,excluded_days_str,exclude_holidays,has_time_constraint,time_constraint,has_fleet_constraint,max_tonnage,delivery_remark,specific_constraint
P133,False,False,,True,False,,False,,No receiving in PH,
P134,False,False,,False,False,,False,,,
P135,False,False,,False,False,,False,,,
P136,False,False,,False,False,,False,,,
P137,False,False,,False,False,,False,,,
P138,False,False,,False,False,,False,,,
P139,False,False,,False,False,,False,,,
P140,False,False,,False,False,,False,,,
P141,False,False,,False,False,,False,,,
P142,False,False,,False,False,,False,,,
P143,False,False,,False,False,,False,,,
P144,False,False,,False,False,,False,,,
P145,False,False,,False,False,,False,,,
P146,False,False,,False,False,,False,,,
P147,False,False,,False,False,,False,,,
P148,False,False,,False,False,,False,,,
P149,False,False,,False,False,,False,,,
P150,False,False,,False,False,,False,,,
P151,False,False,,False,False,,False,,,
P152,False,False,,False,False,,False,,,
P153,False,False,,False,False,,False,,,
P154,False,False,,False,False,,False,,,
P155,False,False,,False,False,,False,,,
P156,False,False,,False,False,,False,,,
P157,False,False,,False,False,,False,,,
P158,False,False,,False,False,,False,,,
P159,False,False,,False,False,,False,,,
P160,False,False,,False,False,,False,,,
P161,False,False,,False,False,,False,,,
P162,False,False,,False,False,,False,,,
P163,False,False,,False,False,,False,,,
P164,False,False,,False,False,,False,,,
P165,False,False,,False,False,,False,,,
P166,False,False,,False,False,,False,,,
P167,False,False,,False,False,,False,,,
P168,False,False,,False,False,,False,,,
P169,False,False,,False,False,,False,,,
P170,False,False,,False,False,,False,,,
P171,False,False,,False,False,,False,,,
P172,False,False,,False,False,,False,,,
P173,False,False,,False,False,,False,,,
P176,False,False,,False,False,,False,,,
PD01,False,False,,False,False,,False,,,
PD02,True,True,Sunday,True,False,,False,,No receiving on Sunday & PH,
PD03,False,False,,False,False,,False,,,
PD04,False,False,,False,False,,False,,,
PD05,True,True,"Saturday,Sunday",False,False,,False,,No receiving on Saturday,
PD06,True,True,"Saturday,Sunday",True,False,,False,,No receiving in weekends & PH,
PD07,False,False,,True,False,,False,,No receiving on PH,
PD08,False,False,,False,False,,False,,,
PD09,False,False,,False,False,,False,,,
PD10,False,False,,False,False,,False,,,
PD11,False,False,,False,False,,False,,,
PD12,True,True,"Saturday,Sunday",False,False,,False,,No receiving on Saturday,
PD13,False,False,,False,False,,False,,,
PD14,False,False,,False,False,,False,,,
PD16,False,False,,False,False,,False,,,
PD17,False,False,,True,False,,False,,No receiving on PH,
PD18,False,False,,False,False,,False,,,
PD19,False,False,,False,False,,False,,,
PD20,False,False,,False,False,,False,,,
PD21,True,True,"Saturday,Sunday",True,False,,False,,No receiving in weekends & PH,
PD22,False,False,,False,False,,False,,,
PD23,False,False,,False,False,,False,,,
PD24,True,True,"Saturday,Sunday",True,False,,False,,No receiving on PH,
PD25,False,False,,False,False,,False,,Please arrange transportation to arrived early to avoid parking issue.,
PD26,False,False,,False,False,,False,,,
PD27,False,False,,False,False,,False,,,
PD35,True,False,,False,False,,True,5.0,Maximum 5 tons lorry allowed,
PD36,False,False,,False,False,,False,,Loading at the parking area,
PD37,False,False,,False,False,,False,,,
PD38,True,False,,False,True,No unloading at store: Friday - 12:30pm to 2:30pm,False,,Friday : Break time 12.30pm - 2.30pm,
PD39,False,False,,False,False,,False,,,
PD40,False,False,,False,False,,False,,,
PD41,False,False,,False,False,,False,,,
Q001,False,False,,False,False,,False,,,
Q002,False,False,,False,False,,False,,,
Q005,False,False,,False,False,,False,,,
Q006,False,False,,False,False,,False,,,
Q007,False,False,,False,False,,False,,,
Q008,False,False,,False,False,,False,,,
Q009,False,False,,False,False,,False,,,
Q010,False,False,,False,False,,False,,,
Q013,False,False,,False,False,,False,,,
Q014,False,False,,False,False,,False,,,
Q015,False,False,,False,False,,False,,,
Q016,False,False,,False,False,,False,,,
Q017,False,False,,False,False,,False,,,
Q018,False,False,,False,False,,False,,,
Q019,False,False,,False,False,,False,,,
Q020,False,False,,True,False,,False,,Mall not allowed on PH day,
Q021,False,False,,False,False,,False,,,
Q022,False,False,,False,False,,False,,,
Q023,False,False,,False,False,,False,,,
Q024,False,False,,False,False,,False,,After 5pm laluan belakang store ada jualan makanan chinese,
Q025,False,False,,False,False,,False,,,
Q026,False,False,,False,False,,False,,,
Q027,False,False,,False,False,,False,,,
Q028,False,False,,False,False,,False,,,
Q029,False,False,,False,False,,False,,,
Q030,False,False,,False,False,,False,,,
Q031,False,False,,False,False,,False,,,
Q032,True,False,,False,True,No unloading at store: Tuesday - before 10:00am,False,,Morning market every Tuesday,
Q033,False,False,,False,False,,False,,,
Q034,False,False,,False,False,,False,,,
Q035,False,False,,False,False,,False,,,
Q036,False,False,,False,False,,False,,,
Q037,False,False,,False,False,,False,,,
Q038,False,False,,False,False,,False,,store change to EMLM (Mr Express),
Q039,True,True,"Saturday,Sunday",True,False,,False,,Mall not allowed on weekend and PH day,
Q040,True,False,,False,True,No unloading at store: Friday - after 4:30pm,False,,Night market every Tuesday,
Q041,False,False,,False,False,,False,,,
Q042,False,False,,False,False,,False,,Store already change to ELGK (Mr Express),
Q043,False,False,,False,False,,False,,,
Q044,False,False,,False,False,,False,,,
Q045,False,False,,False,False,,False,,,
Q046,True,False,,False,True,No unloading at store: Saturday - after 12:00pm,False,,every saturday there is night market that will block every road to store start 12pm.,
Q047,False,False,,False,False,,False,,,
Q048,True,True,"Saturday,Sunday",True,False,,False,,Mall not allowed on weekend and PH day,
Q049,False,False,,False,False,,False,,,
Q050,False,False,,False,False,,False,,,
Q051,False,False,,False,False,,False,,,
Q052,False,False,,False,False,,False,,,
Q053,False,False,,False,False,,False,,,
Q054,True,True,"Saturday,Sunday",True,False,,False,,Mall not allowed on PH day and weekend because many customer and incharge for loading bay offday,
Q055,False,False,,False,False,,False,,Store already switch to ETKP (Mr Express),
Q056,False,False,,False,False,,False,,,
Q057,False,False,,False,False,,False,,,
Q058,True,True,"Saturday,Sunday",True,False,,False,,Mall not allowed loading on weekend and PH,
Q059,False,False,,False,False,,False,,,
Q060,False,False,,False,False,,False,,,
Q061,False,False,,False,False,,False,,,
Q062,False,False,,False,False,,False,,,
Q063,True,False,,False,False,,True,5.0,Can Receive stock from 5 Tons only,
Q064,False,False,,False,False,,False,,,
Q065,False,False,,False,False,,False,,,
Q066,False,False,,False,False,,False,,,
Q067,False,False,,False,False,,False,,,
Q068,False,False,,False,False,,False,,,
Q069,False,False,,False,False,,False,,,
Q070,False,False,,False,False,,False,,,
Q071,False,False,,False,False,,False,,,
Q072,False,False,,False,False,,False,,,
Q073,False,False,,False,False,,False,,,
Q074,False,False,,False,False,,False,,,
Q075,True,False,,False,False,,True,10.0,Maximum 10 tons lorry allowed,
Q076,False,False,,False,False,,False,,,
Q077,False,False,,False,False,,False,,,
Q078,False,False,,False,False,,False,,,
Q079,False,False,,False,False,,False,,,
Q080,False,False,,False,False,,False,,,
Q081,False,False,,False,False,,False,,,
Q082,False,False,,False,False,,False,,,
Q083,False,False,,False,False,,False,,,
Q084,False,False,,False,False,,False,,"Loading at back store only, cannot loading at entrance due to got complaint from TM (lorry hit their wire cabel)",
Q085,False,False,,False,False,,False,,,
Q086,False,False,,False,False,,False,,,
Q087,False,False,,False,False,,False,,,
Q088,False,False,,False,False,,False,,,
Q090,False,False,,False,False,,False,,,
Q091,False,False,,False,False,,False,,No Isssue,
Q092,False,False,,False,False,,False,,,
Q093,False,False,,False,False,,False,,,
Q094,False,False,,False,False,,False,,,
Q095,False,False,,False,False,,False,,,
Q096,False,False,,False,False,,False,,,
Q097,False,False,,False,False,,False,,,
Q098,False,False,,False,False,,False,,,
Q099,False,False,,False,False,,False,,,
Q100,False,False,,False,False,,False,,,
Q101,False,False,,False,False,,False,,,
Q102,False,False,,False,False,,False,,,
Q103,False,False,,False,False,,False,,,
Q104,False,False,,False,False,,False,,,
Q105,False,False,,False,False,,False,,,
Q106,False,False,,False,False,,False,,,
Q107,False,False,,False,False,,False,,,
Q108,False,False,,False,False,,False,,,
Q109,False,False,,False,False,,False,,,
Q110,False,False,,False,False,,False,,,
Q112,False,False,,False,False,,False,,,
Q113,False,False,,False,False,,False,,,
Q114,False,False,,False,False,,False,,,
Q115,False,False,,False,False,,False,,,
Q116,False,False,,False,False,,False,,,
Q117,False,False,,False,False,,False,,,
Q118,False,False,,False,False,,False,,,
Q119,False,False,,False,False,,False,,,
Q120,False,False,,False,False,,False,,,
Q121,False,False,,False,False,,False,,,
Q122,False,False,,False,False,,False,,,
T001,False,False,,False,False,,False,,Only loading follow schedule mall,
T002,True,True,Saturday,False,False,,False,,,
T003,False,False,,True,False,,False,,No receiving on PH,
T004,False,False,,False,False,,False,,,
T005,False,False,,False,False,,False,,,
T006,False,False,,False,False,,False,,,
T007,False,False,,False,False,,False,,Temporary renovation at loading bay for 6 months (Mall loading lift closed on 4pm),
T008,True,False,,False,True,No unloading at store: Daily - 12:00pm to 2:00pm,False,,Cargo lift closed on 12pm to 2pm,
T009,True,False,,False,False,,True,5.0,Maximum 5 tons lorry allowed,
T010,True,True,"Saturday,Sunday",True,False,,False,,No receiving in weekends & PH,
T011,False,False,,False,False,,False,,Loading at store main entrance,
T012,False,False,,True,False,,False,,PH need request permit,
T013,False,False,,False,False,,False,,,
T014,False,False,,False,False,,False,,,
T015,True,True,"Saturday,Sunday",True,False,,False,,On weekend and PH cannot receive by container,
T016,False,False,,False,False,,False,,,
T017,True,False,,False,False,,True,10.0,Maximum 10 tons lorry allowed,
T018,False,False,,False,False,,False,,,
T019,True,False,,False,True,No unloading at store: Friday - 12:30pm to 2:30pm,False,,Friday : Break time 12.30pm - 2.30pm,
T020,True,True,"Saturday,Sunday",True,False,,False,,Not suitable receive stock on weekend and PH,
T021,False,False,,False,False,,False,,"Mall not allowed, timing limited during weekend",
T022,False,False,,False,False,,False,,,
T023,False,False,,False,False,,False,,,
T025,True,True,"Saturday,Sunday",True,False,,False,,Mall not allowed on PH day and weekend because many customer and incharge for loading bay offday,
T026,False,False,,False,False,,False,,Loading at the parking area,
T027,True,True,"Saturday,Sunday",True,False,,False,,Not suitable received stock during weekend and PH. Loading bay at level 3,
T028,False,False,,False,False,,False,,,
T030,False,False,,False,False,,False,,,
TA01,False,False,,False,False,,False,,,
TA02,False,False,,False,False,,False,,,
TB01,True,True,"Saturday,Sunday",False,False,,False,,Weekend are prohibited to receive stock by mall.,
TB02,True,True,"Saturday,Sunday",True,False,,False,,Not suitable receive stock on weekend and PH,
TB03,False,False,,False,False,,False,,,
TB04,False,False,,False,False,,False,,,
TB05,False,False,,False,False,,False,,,
TC01,False,False,,False,False,,False,,,
TC02,False,False,,False,False,,False,,,
TC03,False,False,,False,False,,False,,,
TD01,False,False,,False,False,,False,,,
TJ04,False,False,,False,False,,False,,,
TJ05,False,False,,False,False,,False,,,
TJ08,False,False,,False,False,,False,,,
TJ09,False,False,,False,False,,False,,,
TJ10,False,False,,False,False,,False,,,
TK01,True,False,,False,True,No unloading at store: Friday - 12:30pm to 2:30pm,False,,Friday : Break time 12.30pm - 2.30pm,
TK02,False,False,,False,False,,False,,,
TK03,False,False,,False,False,,False,,,
TM01,False,False,,False,False,,False,,Laoding at store coridor,
TN01,False,False,,False,False,,False,,,
TN02,False,False,,False,False,,False,,,
TN03,False,False,,False,False,,False,,,
TP01,True,True,"Saturday,Sunday",True,False,,False,,No receiving in weekends & PH,
TP02,False,False,,False,False,,False,,Mall not allow,
TP03,False,False,,False,False,,False,,,
TP04,True,True,Sunday,True,False,,False,,No receiving on Sunday & PH,
TQ01,False,False,,False,False,,False,,,
TW01,False,False,,False,False,,False,,,
TW02,False,False,,False,False,,False,,,
TW03,False,False,,False,False,,False,,Weekend are prohibited to receive stock by mall.,
ZH01,True,True,"Saturday,Sunday",True,False,,False,,Not suitable receive stock on weekend and PH,
ZH02,False,False,,False,False,,False,,,
ZH03,True,False,,False,True,No unloading at store: Daily - after 8:00pm,False,,Mall closed at 8pm,
ZH04,False,False,,False,False,,False,,,
ZH05,False,False,,False,False,,False,,,
ZH06,True,True,"Saturday,Sunday",True,False,,False,,Not suitable received stock during weekend and PH. Loading bay at level 3,
ZH07,False,False,,False,False,,False,,,
ZH08,False,False,,False,False,,False,,"Receiving area located on 3rd floor, have to use lift to transfer up hence will affect weekend customer crowd",
ZH09,False,False,,False,False,,False,,,
ZH10,False,False,,False,False,,False,,Loading at the parking area,
ZH11,True,True,Sunday,True,False,,False,,no receiving allowed on sunday & PH,
ZH12,True,False,,False,True,No unloading at store: Wednesday - after 3:00pm,False,,Wednesday only can receive until 3pm because have pasar malam,
ZH13,False,False,,False,False,,False,,,
ZH14,True,False,,False,True,No unloading at store: Daily - after 10:00am,False,,Mall approved to receive stock before 10.00am & need to apply permit loading (received after 10.00am will get penalty),
ZH15,False,False,,False,False,,False,,Loading at the parking area,
ZH16,False,False,,False,False,,False,,,
ZH17,False,False,,False,False,,False,,,
ZH18,False,False,,False,False,,False,,,
ZH20,False,False,,False,False,,False,,,
ZH21,False,False,,False,False,,False,,Loading at the parking area,
ZH22,False,False,,False,False,,False,,,
ZH23,False,False,,False,False,,False,,Loading at the parking area,
ZH24,False,False,,False,False,,False,,,
ZH25,False,False,,False,False,,False,,Loading at store main entrance,
ZH26,False,False,,False,False,,False,,,
ZH27,False,False,,False,False,,False,,,
ZH28,False,False,,False,False,,False,,,
ZH29,False,False,,False,False,,False,,,
ZH30,False,False,,False,False,,False,,,
ZH31,False,False,,False,False,,False,,,
ZH32,False,False,,False,False,,False,,,
ZH33,False,False,,False,False,,False,,,
ZH34,False,False,,False,False,,False,,,
ZH35,False,False,,False,False,,False,,,
ZH36,False,False,,False,False,,False,,Loading at receiving store side,
ZH37,False,False,,False,False,,False,,,
ZH38,False,False,,False,False,,False,,,
ZH39,False,False,,False,False,,False,,,
ZH40,False,False,,False,False,,False,,,
ZH41,False,False,,False,False,,False,,,
ZH42,False,False,,False,False,,False,,,
ZH43,False,False,,False,False,,False,,,
ZH44,False,False,,False,False,,False,,,
ZH45,False,False,,False,False,,False,,,
ZH46,False,False,,False,False,,False,,,
ZH47,False,False,,False,False,,False,,,
ZH48,False,False,,False,False,,False,,,
ZH49,False,False,,False,False,,False,,Loading at main entrance,
ZH50,False,False,,False,False,,False,,,
ZH51,False,False,,False,False,,False,,Loading at store coridor,
ZH52,False,False,,False,False,,False,,,
ZH53,False,False,,False,False,,False,,,
ZH54,False,False,,False,False,,False,,"Mall not allowed, timing limited during weekend",
ZH55,True,True,"Saturday,Sunday",True,False,,False,,Cargo lift blocking by Lotus Trolly on weekend and No delivery on weekend,
ZH56,False,False,,False,False,,False,,,
ZH57,False,False,,False,False,,False,,Loading at the parking area,
ZH58,False,False,,False,False,,False,,,
ZH59,True,True,"Saturday,Sunday",True,False,,False,,Not suitable receive stock on weekend and PH,
ZH60,False,False,,False,False,,False,,,
ZH61,False,False,,False,False,,False,,,
ZH62,False,False,,False,False,,False,,,
ZH63,False,False,,False,False,,False,,,
ZH64,True,True,"Saturday,Sunday",True,False,,False,,No receiving in weekends & PH,
ZH65,False,False,,False,False,,False,,,
ZH66,False,False,,False,False,,False,,,
ZH68,False,False,,False,False,,False,,,
ZH69,False,False,,False,False,,False,,,
ZH70,True,True,"Saturday,Sunday",True,False,,False,,No Receiving During Weekend and PH day,
ZH71,False,False,,False,False,,False,,,
ZH72,False,False,,False,False,,False,,,
ZH73,False,False,,False,False,,False,,,
ZH74,False,False,,False,False,,False,,,
ZH75,False,False,,False,False,,False,,,
ZH76,False,False,,False,False,,False,,,
ZH77,False,False,,False,False,,False,,,
ZH78,False,False,,False,False,,False,,,
ZH79,False,False,,False,False,,False,,,
ZH80,False,False,,False,False,,False,,,
ZH81,False,False,,False,False,,False,,Loading at receiving store side,
ZH82,True,False,,False,True,"No unloading at store: Friday - after 10:00am, Saturday - after 10:00am",False,,Friday and Saturday suggest transportation to arrived early to avoid loading bay congestion.,
ZH83,False,False,,False,False,,False,,,
ZH84,False,False,,False,False,,False,,,
ZH85,True,True,"Saturday,Sunday",True,False,,False,,No delivery on weekend & PH,
ZH86,False,False,,False,False,,False,,,
ZH87,False,False,,False,False,,False,,,
ZH88,False,False,,False,False,,False,,,
ZH89,False,False,,False,False,,False,,,
ZH90,False,False,,False,False,,False,,,
ZH91,False,False,,False,False,,False,,,
ZH92,False,False,,False,False,,False,,,
ZH93,False,False,,False,False,,False,,,
ZH94,False,False,,False,False,,False,,,
ZH95,False,False,,False,False,,False,,,
ZH96,False,False,,False,False,,False,,,
ZI01,False,False,,False,False,,False,,,
ZI02,False,False,,False,False,,False,,,
ZI03,False,False,,False,False,,False,,,
ZI05,False,False,,False,False,,False,,,
ZI06,False,False,,False,False,,False,,,
ZI07,False,False,,False,False,,False,,,
ZI08,False,False,,False,False,,False,,,
ZI09,False,False,,False,False,,False,,,
ZI10,False,False,,False,False,,False,,Loading at the parking area,
ZI11,False,False,,False,False,,False,,,
ZI12,True,False,,False,False,,True,1.0,Lorry 1 ton only,
ZI13,False,False,,False,False,,False,,Loading at the parking area,
ZI14,False,False,,False,False,,False,,,
ZI15,False,False,,False,False,,False,,,
ZI16,False,False,,False,False,,False,,,
ZI17,False,False,,False,False,,False,,,
ZI18,False,False,,False,False,,False,,Loading at store coridor,
ZI19,True,True,Sunday,True,False,,False,,no receiving allowed on sunday & PH,
ZI20,False,False,,False,False,,False,,,
ZI21,False,False,,False,False,,False,,,
ZI22,False,False,,False,False,,False,,,
ZI23,False,False,,False,False,,False,,,
ZI24,False,False,,False,False,,False,,,
ZI25,False,False,,False,False,,False,,,
ZI26,False,False,,False,False,,False,,,
ZI27,False,False,,False,False,,False,,,
ZI28,False,False,,False,False,,False,,,
ZI29,False,False,,False,False,,False,,Lack of parking lot on weekend .,
ZI30,False,False,,False,False,,False,,,
ZI31,True,True,"Saturday,Sunday",True,False,,False,,Not suitable receive stock on weekend and PH,
ZI32,False,False,,False,False,,False,,Loading at ground floor (Loading Bay Mall),
ZI33,False,False,,False,False,,False,,Loading at store coridor,
ZI34,False,False,,False,False,,False,,,
ZI35,False,False,,False,False,,False,,every Friday got pasar malam and not suitable to receive during rainy days,
ZI36,False,False,,False,False,,False,,,
ZI37,False,False,,False,False,,False,,,
ZI38,False,False,,False,False,,False,,,
ZI39,False,False,,False,False,,False,,,
ZI40,False,False,,False,False,,False,,Loading at ground floor,
ZI41,False,False,,False,False,,False,,Loading at store main entrance,
ZI42,False,False,,False,False,,False,,,
ZI43,False,False,,False,False,,False,,,
ZI44,False,False,,False,False,,False,,,
ZI45,True,False,,False,False,,True,3.0,Lorries of 3TAN and above cannot enter the loading bay,
ZI46,False,False,,False,False,,False,,,
ZI47,False,False,,False,False,,False,,,
ZI48,False,False,,False,False,,False,,,
ZI49,False,False,,False,False,,False,,,
ZI50,False,False,,False,False,,False,,,
ZI51,False,False,,False,False,,False,,Loading at receiving store side,
ZI52,False,False,,False,False,,False,,,
ZI53,False,False,,False,False,,False,,,
ZI54,False,False,,False,False,,False,,,
ZI55,True,True,"Saturday,Sunday",True,False,,False,,No delivery on weekend,
ZI56,False,False,,False,False,,False,,,
ZI57,True,True,"Saturday,Sunday",True,False,,False,,Mall not allowed on weekend and PH day,
ZI58,True,True,"Saturday,Sunday",True,False,,False,,No delivery on weekend,
ZI59,False,False,,False,False,,False,,,
ZI60,False,False,,False,False,,False,,,
ZI61,False,False,,False,False,,False,,,
ZI62,False,False,,False,False,,False,,Loading bay at the main entrance of the Mall,
ZI63,False,False,,False,False,,False,,,
ZI64,False,False,,False,False,,False,,,
ZI65,False,False,,False,False,,False,,,
ZI66,False,False,,False,False,,False,,,
ZI67,False,False,,False,False,,False,,,
ZI68,False,False,,False,False,,False,,,
ZI69,False,False,,False,False,,False,,,
ZI70,False,False,,False,False,,False,,,
ZI71,True,False,,False,True,"No unloading at store: Wednesday - before 12:00pm, Saturday - after 1pm",False,,( WED and SAT) have pasar pagi & pasar petang,
ZI72,False,False,,False,False,,False,,,
ZI73,False,False,,False,False,,False,,,
ZI74,False,False,,False,False,,False,,Loading at the parking area,
ZI75,False,False,,False,False,,False,,,
ZI76,False,False,,False,False,,False,,,
ZI77,True,True,"Saturday,Sunday",True,False,,False,,Mall not allowed on weekend and PH day,
ZI78,False,False,,False,False,,False,,,
ZI79,False,False,,False,False,,False,,,
ZI82,False,False,,False,False,,False,,,
ZI83,False,False,,False,False,,False,,,
ZI84,False,False,,False,False,,False,,,
ZI85,False,False,,False,False,,False,,Loading at the parking area,
ZI86,False,False,,False,False,,False,,,
ZI87,False,False,,False,False,,False,,Loading at ground floor,
ZI88,True,True,"Saturday,Sunday",True,False,,False,,No delivery on weekend,
ZI89,False,False,,False,False,,False,,Loading at main entrance.,
ZI90,False,False,,False,False,,False,,,
ZI91,False,False,,False,False,,False,,,
ZI92,False,False,,False,False,,False,,,
ZI93,False,False,,False,False,,False,,,
ZI94,False,False,,False,False,,False,,Loading at store coridor,
ZI95,True,True,"Saturday,Sunday",True,False,,False,,Not suitable receive stock on weekend and PH,
ZI96,False,False,,False,False,,False,,,
ZI98,False,False,,False,False,,False,,,
ZI99,False,False,,False,False,,False,,,
ZJ01,True,True,"Saturday,Sunday",True,False,,False,,Not suitable receive stock on weekend and PH,
ZJ02,False,False,,False,False,,False,,,
ZJ03,False,False,,False,False,,False,,,
ZJ05,False,False,,False,False,,False,,,
ZJ06,False,False,,False,False,,False,,,
ZJ07,False,False,,False,False,,False,,,
ZJ08,False,False,,False,False,,False,,,
ZJ09,True,False,,False,True,No unloading at store: Daily - 11:00am to 2:00pm,False,,Loading at the parking area. 11am till 2pm cannot loading as per Mall instruction,
ZJ10,False,False,,False,False,,False,,,
ZJ11,False,False,,False,False,,False,,,
ZJ12,False,False,,False,False,,False,,,
ZJ13,False,False,,False,False,,False,,,
ZJ16,False,False,,False,False,,False,,,
ZJ17,False,False,,False,False,,False,,,
ZJ18,False,False,,False,False,,False,,,
ZJ19,False,False,,False,False,,False,,,
ZJ20,False,False,,False,False,,False,,,
ZJ22,False,False,,False,False,,False,,Loading at the parking area,
ZJ23,False,False,,False,False,,False,,,
ZJ27,False,False,,False,False,,False,,,
ZJ28,False,False,,False,False,,False,,Loading at store coridor,
ZJ29,False,False,,False,False,,False,,,
ZJ30,False,False,,False,False,,False,,,
ZJ33,False,False,,False,False,,False,,,
ZJ34,False,False,,False,False,,False,,,
ZJ35,False,False,,False,False,,False,,Loading at store main entrance,
ZJ36,False,False,,False,False,,False,,,
ZJ37,False,False,,False,False,,False,,,
ZJ38,False,False,,False,False,,False,,Loading at main entrance,
ZJ39,False,False,,False,False,,False,,,
ZJ3B,False,False,,False,False,,False,,,
ZJ41,False,False,,False,False,,False,,,
ZJ42,False,False,,False,False,,False,,,
ZJ43,False,False,,False,False,,False,,,
ZJ44,False,False,,False,False,,False,,,
ZJ46,False,False,,False,False,,False,,,
ZJ47,False,False,,False,False,,False,,,
ZJ48,False,False,,False,False,,False,,loading Bay NSK,
ZJ51,False,False,,False,False,,False,,,
ZJ52,False,False,,False,False,,False,,,
ZJ55,False,False,,False,False,,False,,,
ZJ56,True,True,"Saturday,Sunday",True,False,,False,,Not suitable receive stock on weekend and PH,
ZJ58,False,False,,False,False,,False,,Only loading follow schedule mall,
ZJ59,False,False,,False,False,,False,,,
ZJ60,False,False,,False,False,,False,,Loading at receiving store side,
ZJ61,False,False,,False,False,,False,,,
ZJ63,False,False,,False,False,,False,,Loading at ground floor,
ZJ65,False,False,,False,False,,False,,,
ZJ66,False,False,,False,False,,False,,,
ZJ67,False,False,,False,False,,False,,,
ZJ68,False,False,,False,False,,False,,loading at side door (parking area),
ZJ69,False,False,,False,False,,False,,,
ZJ70,False,False,,False,False,,False,,,
ZJ71,False,False,,False,False,,False,,,
ZJ72,False,False,,False,False,,False,,,
ZJ73,False,False,,False,False,,False,,,
ZJ74,False,False,,False,False,,False,,,
ZJ76,False,False,,False,False,,False,,,
ZJ77,False,False,,False,False,,False,,,
ZJ78,False,False,,False,False,,False,,,
ZJ79,True,False,,False,True,"No unloading at store: Monday - after 4:30pm, Thursday - after 4:30pm",False,,Monday & Thursday start 4.30pm Pasar malam road blocking.,
